title,stars
Dead Kids,"['Mikhail Red', '| ', '    Stars:', 'Kelvin Miranda, ', 'Vance Larena, ', 'Khalil Ramos, ', 'Jan Silverio']"
Chandni Bar,"['Madhur Bhandarkar', '| ', '    Stars:', 'Tabu, ', 'Atul Kulkarni, ', 'Rajpal Naurang Yadav, ', 'Shri Vallabh Vyas']"
Struggle: The Life and Lost Art of Szukalski,"['Ireneusz Dobrowolski', '| ', '    Stars:', 'Stanislav Szukalski, ', 'Glenn Bray, ', 'Robert Williams, ', 'Suzanne Williams']"
The Business of Drugs,"['Amaryllis Fox, ', 'Yasmin Hurd, ', 'Rodrigo Canales, ', 'Amado De Andres']"
Nuh Boguldu,"['Onur Saylak', '| ', '    Stars:', 'Kivanç Tatlitug, ', 'Funda Eryigit, ', 'Gürgen Öz']"
Tiger King: The Doc Antle Story,"['Bhagavan Antle, ', 'Radha Hirsch, ', 'Steven Diamond, ', 'Betsy Rogers']"
Les Italiens,[]
Llama Llama,"['Jennifer Garner, ', 'Islie Hirvonen, ', 'Brenden Sunderland, ', 'Evans Johnson']"
Captive,"['Camilla Carr, ', 'Mike Hensley, ', 'Paul Chandler, ', 'Eami Hacham']"
The Treasure of the Silver Lake,"['Harald Reinl', '| ', '    Stars:', 'Pierre Brice, ', 'Lex Barker, ', 'Herbert Lom, ', 'Götz George']"
Winnetou: The Red Gentleman,"['Harald Reinl', '| ', '    Stars:', 'Lex Barker, ', 'Pierre Brice, ', 'Anthony Steel, ', 'Karin Dor']"
Big Tree City,"['Joseph Balderrama, ', 'Lucy Capri, ', 'Mark Benton, ', 'Lucy Montgomery']"
44 Cats,"['Judith Cabral, ', 'Sarah Natochenny, ', 'Keira Johnson, ', 'Joy Salaretti']"
Titletown High,"['John Bonavia, ', 'Jake Garcia, ', 'Amari Jones, ', 'Lenley Gross']"
Como Caído Del Cielo,"['José Pepe Bojórquez', '| ', '    Stars:', 'Omar Chaparro, ', 'Ana Claudia Talancón, ', 'Stephanie Cayo, ', 'Yare Santana']"
Lost Bullet 2: Back for More,"['Guillaume Pierret', '| ', '    Stars:', 'Stéfi Celma, ', 'Alban Lenoir, ', 'Vivia E. Armstrong']"
Los héroes del mal,"['Zoe Berriatúa', '| ', '    Stars:', 'Emilio Palacios, ', 'Jorge Clemente, ', 'Beatriz Medina, ', 'Macarena Gómez']"
A Plastic Ocean,"['Craig Leeson', '| ', '    Stars:', 'David Attenborough, ', 'Sylvia Earle, ', 'Ben Fogle, ', 'Craig Leeson']"
Salt Fat Acid Heat,['Samin Nosrat']
Medicinen,"['Colin Nutley', '| ', '    Stars:', 'Helena Bergström, ', 'Peter Eggers, ', 'Ida Engvoll, ', 'Katarina Ewerlöf']"
Dave Chappelle: Equanimity,"['Stan Lathan', '| ', '    Stars:', 'Dave Chappelle, ', 'Donnell Rawlings']"
Iron Chef: Mexico,[]
The Women and the Murderer,"['Mona Achache, ', 'Patricia Tourancheau', '| ', '    Stars:', 'Anne Gautier, ', 'Hélène Frinking, ', 'Agnès Nijkamp, ', 'Martine Monteil']"
Kipper,"['Martin Clunes, ', 'Chris Lang, ', 'Julia Sawalha, ', 'Tom Attenborough']"
Monster Hunter: Legends of the Guild,"['Steve Yamamoto', '| ', '    Stars:', 'Dante Basco, ', 'Erica Lindbeck, ', 'Brando Eaton, ', 'Karen Strassman']"
Beyblade Burst,"['Matt Hill, ', 'Sabrina Pitre, ', 'Adrian Petriw, ', 'Zach LeBlanc']"
Dealin' with Idiots,"['Jeff Garlin', '| ', '    Stars:', 'Jeff Garlin, ', 'Steve Agee, ', 'Gina Gershon, ', 'Jami Gertz']"
Dave Chappelle,['Dave Chappelle']
A Little Help with Carol Burnett,"['Caleb Jeon, ', 'Robert Timothy Smith, ', 'Emmersyn Fiorentino, ', 'Rainey Spurlock']"
Fate/Extra Last Encore,"['Cherami Leigh, ', 'Vic Mignogna, ', 'Kyle McCarley, ', 'Cassandra Lee Morris']"
Taylor Tomlinson: Quarter-Life Crisis,"['Marcus Raboy', '| ', '    Star:', 'Taylor Tomlinson']"
Bon Cop Bad Cop 2,"['Alain Desrochers', '| ', '    Stars:', 'Colm Feore, ', 'Patrick Huard, ', 'Marc Beaupré, ', 'Noam Jenkins']"
Coming Soon,"['Cem Yilmaz', '| ', '    Stars:', 'Cem Yilmaz, ', 'Tülin Özen, ', 'Zafer Algöz, ', 'Özkan Ugur']"
Yucatán,"['Daniel Monzón', '| ', '    Stars:', 'Luis Tosar, ', 'Rodrigo de la Serna, ', 'Joan Pera, ', 'Stephanie Cayo']"
Shadow,"['Pallance Dladla, ', 'Khathu Ramabulana, ', 'Amanda Du-Pont, ', 'Tumie Ngumla']"
Goedam,"['Song Chae-Yoon, ', 'Han Su-ah, ', 'Shim So-Young, ', 'Seola']"
Autumn Girl,"['Katarzyna Klimkiewicz', '| ', '    Stars:', 'Maria Debska, ', 'Leszek Lichota, ', 'Krzysztof Zalewski, ', 'Bartlomiej Kotschedoff']"
Andes Mágicos,[]
Samurai Gourmet,"['Naoto Takenaka, ', 'Tetsuji Tamayama, ', 'Honami Suzuki, ', 'Hiroki Ikehara']"
Rage of Bahamut: Genesis,"['Tia Lynn Ballard, ', 'Chris Rager, ', 'Kyle Phillips, ', 'Brian Mathis']"
Rainbow Ruby,"['Johnny Yong Bosch, ', ""Colleen O'Shaughnessey, "", 'Shannon Chan-Kent, ', 'Kate Higgins']"
Body of My Enemy,"['Henri Verneuil', '| ', '    Stars:', 'Jean-Paul Belmondo, ', 'Bernard Blier, ', 'Marie-France Pisier, ', 'Charles Gérard']"
Sex: Unzipped,"['Ben Turner, ', 'Gabe Turner', '| ', '    Stars:', 'Saweetie, ', 'Joel Kim Booster, ', 'Michelle Buteau, ', 'Alexander Cheves']"
Cong qian you zuo ling jian shan,"['Kai Xu, ', 'Yuanbing Zhu, ', 'Sandrine Pinna, ', 'Junhao Li']"
Fierce,"['Anna Wieczur-Bluszcz', '| ', '    Stars:', 'Julia Kaminska, ', 'Tomasz Karolak, ', 'Adrian Majewski, ', 'Maria Pakulnis']"
"Ariana Grande: Excuse Me, I Love You","['Story Syndicate, ', 'Paul Dugdale', '| ', '    Stars:', 'Ariana Grande, ', 'Joesar Alva, ', 'Luis Bong Buno IV, ', 'Igor Faria']"
The Land Before Time XIV: Journey of the Brave,"['Davis Doi, ', 'Tony Tulipano, ', 'Sheldon Arnst, ', 'Jessie Hsiung, ', 'Bunis Yang', '| ', '    Stars:', 'Tony Amendola, ', 'Felix Avitia, ', 'Issac Ryan Brown, ', 'Meghan Strange']"
The Strays,"['Nathaniel Martello-White', '| ', '    Stars:', 'Ashley Madekwe, ', 'Justin Salinger, ', 'Caroline Martin, ', 'Michael Warburton']"
Money Flower,"['Seung-jo Jang, ', 'Han So-hee, ', 'Ki-Won Nam, ', 'Jang Hyuk']"
Christiane Amanpour Sex & Love Around the World,['Christiane Amanpour']
Tactical Force,"['Adamo P. Cultraro', '| ', '    Stars:', 'Steve Austin, ', 'Michael Shanks, ', 'Michael Jai White, ', 'Adrian Holmes']"
The American Barbecue Showdown,"['Lyric Lewis, ', 'Rutledge Wood, ', 'Melissa Cookston, ', 'Kevin Bludso']"
The Gospel of John,"['David Batty', '| ', '    Stars:', 'David Harewood, ', 'Selva Rasalingam, ', 'Mourad Zaoui, ', ""El Mahmoudi M'Barek""]"
The Man Without Gravity,"['Marco Bonfanti', '| ', '    Stars:', 'Elio Germano, ', 'Michela Cescon, ', 'Elena Cotta, ', ""Silvia D'Amico""]"
The Principal,"['Alex Dimitriades, ', 'Mirrah Foulkes, ', 'Rahel Romahn, ', 'Moustafa Dennawi']"
Leftenan Adnan,"['Aziz M. Osman', '| ', '    Stars:', 'Hairie Othman, ', 'Umie Aida, ', 'Faizal Hussein, ', 'Wahid Senario']"
Dale Gas,"['Renata Vaca, ', 'Benny Emmanuel, ', 'Andrés Delgado, ', 'Gerardo Taracena']"
"Good Bye, My Princess","['Xingxu Chen, ', 'Xiaoran Peng, ', 'Shawn Wei, ', 'Gaowa Siqin']"
Tragic Jungle,"['Yulene Olaizola', '| ', '    Stars:', 'Indira Rubie Andrewin, ', 'Gilberto Barraza, ', 'Mariano Tun Xool, ', 'Eligio Meléndez']"
Ben Platt Live from Radio City Music Hall,"['Alex Timbers, ', 'Sam Wrench', '| ', '    Stars:', 'Ben Platt, ', 'Crystal Monee Hall, ', 'Kojo Littles, ', 'Allen René Louis']"
Murder to Mercy: The Cyntoia Brown Story,['Daniel H. Birman']
Ang probinsyano,"['Coco Martin, ', 'Jaime Fabregas, ', 'Malou Crisologo, ', 'Susan Roces']"
The Snitch Cartel: Origins,"['Laura Rodriguez, ', 'Angelica Blandon, ', 'Gustavo Angarita Jr., ', 'Ana Maria Perez']"
Shinchan,"['Yumiko Kobayashi, ', 'Akiko Yajima, ', 'Miki Narahashi, ', 'Mari Mashiba']"
The Mr. Peabody & Sherman Show,"['Chris Parnell, ', 'Max Charles, ', 'David P. Smith, ', 'Laura Prats']"
They'll Love Me When I'm Dead,"['Morgan Neville', '| ', '    Stars:', 'Alan Cumming, ', 'Peter Bogdanovich, ', 'Oja Kodar, ', 'Orson Welles']"
Astro Boy,"['Makoto Tsumura, ', 'Hisashi Katsuta, ', 'Roland Angelo Crisolo, ', 'Banjô Ginga']"
Bright 2,[]
The Door,"['Nihat Durak', '| ', '    Stars:', 'Kadir Inanir, ', 'Vahide Perçin, ', 'Timur Acar, ', 'James Ketteridge']"
Komt een vrouw bij de dokter,"['Reinout Oerlemans', '| ', '    Stars:', 'Carice van Houten, ', 'Barry Atsma, ', 'Anna Drijver, ', 'Jeroen Willems']"
Shining Inheritance,"['Han Hyo-joo, ', 'Lee Seung-gi, ', 'Moon Chae-Won, ', 'Soo-bin Bae']"
Serigala Terakhir,"['Upi Avianto', '| ', '    Stars:', 'Vino G. Bastian, ', 'Fathir Muchtar, ', 'Reza Pahlevi, ', 'Dion Wiyoko']"
New World,"['KAI, ', 'Lee Seung-gi, ', 'Hee-chul Kim, ', 'Na Rae Park']"
Papa Hemingway in Cuba,"['Bob Yari', '| ', '    Stars:', 'Giovanni Ribisi, ', 'Joely Richardson, ', 'Adrian Sparks, ', 'Minka Kelly']"
Hi Score Girl,"['Kôhei Amasaki, ', 'Sayumi Suzushiro, ', 'Yûki Hirose, ', 'Satomi Arai']"
One of Our Dinosaurs Is Missing,"['Robert Stevenson', '| ', '    Stars:', 'Peter Ustinov, ', 'Helen Hayes, ', 'Derek Nimmo, ', 'Hugh Burden']"
Seven in Heaven,"['Chris Eigeman', '| ', '    Stars:', 'Travis Tope, ', 'Haley Ramm, ', 'Dylan Everett, ', 'Jake Manley']"
Malibu Rescue,"['Ricardo Hurtado, ', 'Jackie R. Jacobson, ', 'Abby Donnelly, ', 'Alkoya Brunson']"
Light in the Dark,"['Ekene Som Mekwunye', '| ', '    Stars:', 'Doddy Abili, ', 'Bimbo Ademoye, ', 'Marie Awolaja, ', 'Saidi Balogun']"
Whitney Cummings: Jokes,"['Marcus Raboy', '| ', '    Star:', 'Whitney Cummings']"
Zeitgeist: Addendum,"['Peter Joseph', '| ', '    Stars:', 'Jacque Fresco, ', 'Roxanne Meadows, ', 'John Perkins, ', 'George Carlin']"
Shaun the Sheep: The Flight Before Christmas,"['Steve Cox', '| ', '    Stars:', 'Justin Fletcher, ', 'John Sparkes, ', 'Laura Aikman, ', 'Marcus Brigstocke']"
Derren Brown: Pushed to the Edge,"['Jon Richards', '| ', '    Stars:', 'Ben Adams, ', 'Benjamin Adams, ', 'Dave Bibby, ', 'Derren Brown']"
The Age of Spin: Dave Chappelle Live at the Hollywood Palladium,"['Stan Lathan', '| ', '    Stars:', 'Dave Chappelle, ', 'Morgan Freeman']"
Brené Brown: The Call to Courage,"['Sandra Restrepo', '| ', '    Star:', 'Brené Brown']"
El silencio,"['Almudena Amor, ', 'Arón Piper, ', 'Manu Ríos, ', 'Ramiro Blas']"
Cities of Last Things,"['Wi Ding Ho', '| ', '    Stars:', 'Jack Kao, ', 'Hong-Chi Lee, ', 'Louise Grinberg, ', 'Ning Ding']"
Kid-E-Cats,"['Alyson Leigh Rosenfeld, ', 'Kate Bristol, ', 'Teale Bishopric']"
Mini Force: The Beginning,"['Um Sang-Hyun, ', 'Jeon Tae-Yeol, ', 'Soyoung Lee, ', 'Sin Yong-woo']"
Zach Galifianakis: Live at the Purple Onion,"['Michael Blieden', '| ', '    Stars:', 'Zach Galifianakis, ', 'Joe Wagner, ', 'Brian Unger, ', 'Taj Jegaraj']"
H,"['Jamel Debbouze, ', 'Eric Judor, ', 'Ramzy Bedia, ', 'Sophie Mounicot']"
Godzilla: City on the Edge of Battle,"['Hiroyuki Seshita, ', 'Kôbun Shizuno', '| ', '    Stars:', 'Mamoru Miyano, ', 'Takahiro Sakurai, ', 'Kana Hanazawa, ', 'Tomokazu Sugita']"
Rhythm + Flow,"['Cardi B, ', 'Chance the Rapper, ', 'T.I., ', 'Caleb Colossus']"
Girls Incarcerated: Young and Locked Up,[]
Castle & Castle,"['Dakore Akande, ', 'Blossom Chukwujekwu, ', 'Deyemi Okanlawon, ', 'Daniel Etim Effiong']"
Temple,"['Michael Barrett', '| ', '    Stars:', 'Logan Huffman, ', 'Natalia Warner, ', 'Brandon Sklenar, ', 'Naoto Takenaka']"
Edha,"['Andrés Velencoso, ', 'Brian Beacock, ', 'Dennis Smith, ', 'Heinz K. Krattiger']"
Game On! A Comedy Crossover Event,"['Gabriel Iglesias, ', 'Tia Mowry-Hardrict, ', 'Paul Wight, ', 'Anthony Alabi']"
Amazing Hotels: Life Beyond the Lobby,"['Giles Coren, ', 'Monica Galetti, ', 'Karim Theilgaard']"
Warm and Cozy,"['Seohyun, ', 'So Ji-seob, ', 'Jung Jinyoung, ', 'Joon-hee Song']"
Sunny Bunnies,"['Svetlana Tsimokhina, ', 'Dmitri Davidovich, ', 'Kimberly Foudy']"
Kabaneri of the Iron Fortress: The Battle of Unato,"['Tetsurô Araki', '| ', '    Stars:', 'Tasuku Hatanaka, ', 'Sayaka Senbongi, ', 'Maaya Uchida, ', 'Toshiki Masuda']"
Six Windows in the Desert,"['Hgm Moejione Mohammed Gaber, ', 'Sohayb Godus, ', 'Mohammed Alhamdan, ', 'Zara Al-Bloushi']"
Tell Me When,"['Gerardo Gatica González', '| ', '    Stars:', 'Héctor Bonilla, ', 'Ofelia Reyes Botello, ', 'Brett Calo, ', 'Manolo Caro']"
Laddaland,"['Sophon Sakdaphisit', '| ', '    Stars:', 'Saharat Sangkapreecha, ', 'Piyathida Woramusik, ', 'Sutatta Udomsilp, ', 'Athipich Chutiwatkajornchai']"
Sword Art Online Alternative: Gun Gale Online,"['Tomori Kusunoki, ', 'Yôko Hikasa, ', 'Kazuyuki Okitsu, ', 'Kira Buckland']"
The Fisherman's Diary,"['Enah Johnscott', '| ', '    Stars:', 'Kang Quintus, ', 'Faith Fidel, ', 'Cosson Chinepoh, ', 'Ramsey Nouah']"
Tughlaq Durbar,"['Delhi Prasad Deenadayal', '| ', '    Stars:', 'Vijay Sethupathi, ', 'Raashi Khanna, ', 'Manjima Mohan, ', 'Karunakaran']"
The Joel McHale Show with Joel McHale,"['Joel McHale, ', 'Paul Feig, ', 'Brad Stevens, ', 'Dominic DeLeo']"
Here to Heart,"['Hans Zhang, ', 'Janine Chun-Ning Chang, ', 'Chao Jing, ', 'Zhou Qi Qi']"
Magia Record: Puella Magi Madoka Magica Side Story,"['Momo Asakura, ', 'Sora Amamiya, ', 'Emiri Kato, ', 'Shiina Natsukawa']"
Kong: King of the Apes,"['Vincent Tong, ', 'Viv Leacock, ', 'Lee Tockar, ', 'Alessandro Juliani']"
Diabolically Yours,"['Julien Duvivier', '| ', '    Stars:', 'Alain Delon, ', 'Senta Berger, ', 'Peter Mosbacher, ', 'Claude Piéplu']"
The Swindle,"['Bruno Corbucci', '| ', '    Stars:', 'Tomas Milian, ', 'David Hemmings, ', 'Anna Cardini, ', 'Alberto Farnese']"
Duisburg - Linea di sangue,"['Enzo Monteleone', '| ', '    Stars:', 'Daniele Liotti, ', 'Benjamin Sadler, ', 'Vincenzo Ferrera, ', 'Marina Crialesi']"
Witch's Court,"['Ik-Ryeong Jeon, ', 'Lee Il-Hwa, ', 'Choi Ri, ', 'Jeon Bae-soo']"
Jewel,"['Adze Ugah', '| ', '    Stars:', 'Michelle Botes, ', 'Connie Chiume, ', 'Chris Djuma, ', 'Desmond Dube']"
Just Short of Perfect,"['Ale McHaddo', '| ', '    Stars:', 'Juliana Paes, ', 'Leandro Hassum, ', 'Marcelo Laham, ', 'Luana Martau']"
De verbouwing,"['Will Koopman', '| ', '    Stars:', 'Tjitske Reidinga, ', 'Mark Rietman, ', 'Nanette Drazic, ', 'Terence Schreurs']"
Dragnet,"['Jack Webb', '| ', '    Stars:', 'Jack Webb, ', 'Ben Alexander, ', 'Richard Boone, ', 'Ann Robinson']"
Danur,"['Awi Suryadi', '| ', '    Stars:', 'Prilly Latuconsina, ', 'Sandrinna Michelle, ', 'Shareefa Daanish, ', 'Asha Kenyeri Bermudez']"
Earthquake: Legendary,"['Stan Lathan', '| ', '    Stars:', 'Dave Chappelle, ', 'Earthquake']"
What Did you Eat Yesterday?,"['Hidetoshi Nishijima, ', 'Meiko Kaji, ', 'Hayato Isomura, ', 'Kôji Yamamoto']"
Pasta,"['Kong Hyo-Jin, ', 'Lee Sun-kyun, ', 'Lee Hanee, ', 'Alex Chu']"
Manson Family Vacation,"['J. Davis', '| ', '    Stars:', 'Jay Duplass, ', 'Linas Phillips, ', 'Leonora Pitts, ', 'Adam Chernick']"
Nazi Death Squads,"['Christian Ingrao, ', 'Christopher Browning, ', 'Paul Bandey, ', 'Volodymyr Vizniak']"
Yanxi Palace: Princess Adventures,"['Herun Wang, ', 'Yizhe Wang, ', 'Wang Yuwei']"
The Seven Deaths of Evelyn Hardcastle,[]
Abzurdah,"['Daniela Goggi', '| ', '    Stars:', 'China Suárez, ', 'Esteban Lamothe, ', 'Gloria Carrá, ', 'Rafael Spregelburd']"
Angry Birds Toons,"['Antti Pääkkönen, ', 'Antti Pääkkönen, ', 'Heljä Heikkinen, ', 'Lynne Guaglione']"
(Un)Well,['Jennifer Julian']
Pedal to Metal,"['Jocelyn Taylor, ', 'Wyatt Bowen, ', 'Gerardo Taracena, ', 'Renata Vaca']"
The House of Flowers: The Movie,"['Manolo Caro', '| ', '    Stars:', 'Cecilia Suárez, ', 'Aislinn Derbez, ', 'Dario Yazbek Bernal, ', 'Juan Pablo Medina']"
Surviving Paradise: A Family Tale,"['Renée Godfrey, ', 'Matt Meech', '| ', '    Star:', 'Regé-Jean Page']"
Ludo,"['Qaushiq Mukherjee, ', 'Nikon', '| ', '    Stars:', 'Kamalika Banerjee, ', 'Joyraj Bhattacharya, ', 'Soumendra Bhattacharya, ', 'Ananya Biswas']"
A Chorus Line,[]
The Similars,"['Isaac Ezban', '| ', '    Stars:', 'Gustavo Sánchez Parra, ', 'Cassandra Ciangherotti, ', 'Fernando Becerril, ', 'Humberto Busto']"
Chinatown,[]
DJ Cinderella,"['Bruno Garotti, ', 'Anita Barbosa', '| ', '    Stars:', 'Maisa Silva, ', 'Filipe Bragança, ', 'Fernanda Paes Leme, ', 'Letícia Faria Pedro']"
Norm Macdonald Has a Show,"['Norm MacDonald, ', 'Adam Eget, ', 'Michael Keaton, ', 'Drew Barrymore']"
Missing You,"['Yu Chun Park, ', 'Yun Eun-hye, ', 'Yoo Seung-ho, ', 'Yeo Jin-gu']"
King of Boys: The Return of the King,"['Sola Sobowale, ', 'Efa Iwara, ', 'Titi Kuti, ', 'Nse Ikpe-Etim']"
Krishna Balram,[]
Patton Oswalt: We All Scream,"['Patton Oswalt', '| ', '    Star:', 'Patton Oswalt']"
Little Big Women,"['Joseph Chen-Chieh Hsu', '| ', '    Stars:', 'Shu-Fang Chen, ', 'Ying-Hsuan Hsieh, ', 'Vivian Hsu, ', 'Ke-Fang Sun']"
High on the Hog: How African American Cuisine Transformed America,"['Stephen Satterfield, ', 'Adrian Miller, ', 'Michelle Wallace, ', 'Brian Dunsmoor']"
"Barbie: Big City, Big Dreams","['Scott Pleydell-Pearce', '| ', '    Stars:', 'America Young, ', 'Amber May, ', 'Greg Chun, ', 'Daniel Mk Cohen']"
Death Clique,"['Doug Campbell', '| ', '    Stars:', 'Barbara Alyn Woods, ', 'Tina Ivlev, ', 'Lexi Ainsworth, ', 'Brittany Underwood']"
Full Count,"['Robert Eagar', '| ', '    Stars:', 'John Paul Kakos, ', 'Natalia Livingston, ', 'E. Roger Mitchell, ', 'Rick Hearst']"
Travis Scott: Look Mom I Can Fly,"['White Trash Tyler, ', 'Isaac Yowman', '| ', '    Stars:', 'Kylie Jenner, ', 'Travis Scott, ', 'Stormi Webster']"
Alice in Wonderland,['Sabrina Carpenter']
Awake: The Million Dollar Game,"['James Davis, ', 'Russell Rope, ', 'Hayley Seat, ', 'Ikechukwu Mbagwu']"
Haechi,"['Il-Woo Jung, ', 'Kwon Yul, ', 'Park Hoon, ', 'Lee Kyung-young']"
Habibie & Ainun 3,"['Hanung Bramantyo', '| ', '    Stars:', 'Maudy Ayunda, ', 'Jefri Nichol, ', 'Reza Rahadian, ', 'Lukman Sardi']"
Staged Killer,"['Christopher Ray', '| ', '    Stars:', 'Chrishell Stause, ', 'Nicole Bilderback, ', 'Jason Dolley, ', 'Darrin Dewitt Henson']"
Ms. Hammurabi,"['Go Ara, ', 'Myung-Soo Kim, ', 'Dong-il Sung, ', 'Deok-Hwan Ryu']"
The Warriors,[]
45 rpm,"['Carlos Cuevas, ', 'Guiomar Puerta, ', 'Iván Marcos, ', 'Israel Elejalde']"
Millennials,"['Laura Laprida, ', 'Johanna Francella, ', 'Juan Manuel Guilera, ', 'Matías Mayer']"
Amy Schumer: The Leather Special,"['Amy Schumer', '| ', '    Stars:', 'Amy Schumer, ', 'Kim Caramele']"
Ask Taktikleri 2,"['Recai Karagöz', '| ', '    Stars:', 'Demet Özdemir, ', 'Melisa Döngel, ', 'Sukru Ozyildiz, ', 'Ceyhun Mengiroglu']"
All the Freckles in the World,"['Yibran Asuad', '| ', '    Stars:', 'Hanssel Casillas, ', 'Daniel Haddad, ', 'Anajosé Aldrete Echevarria, ', 'Mauricio Arvizu']"
Noura's Dream,"['Hinde Boujemaa', '| ', '    Stars:', 'Hind Sabri, ', 'Lotfi Abdelli, ', 'Hakim Boumsaoudi, ', 'Imen Cherif']"
Naked Among Wolves,"['Philipp Kadelbach', '| ', '    Stars:', 'Florian Stetter, ', 'Peter Schneider, ', 'Sylvester Groth, ', 'Sabin Tambrea']"
Rea(l)ove,"['Mari Yaguchi, ', 'Atsushi Tamura']"
The Driver,"['David Morrissey, ', 'Claudie Blakley, ', 'Ian Hart, ', 'Sacha Parkinson']"
Sword Gai: The Animation,"['Erica Lindbeck, ', 'Zach Aguilar, ', 'Patrick Seitz, ', 'Billy Kametz']"
Men at Work: Miami,"['Johan Nijenhuis', '| ', '    Stars:', 'Jim Bakkum, ', 'Martijn Fischer, ', 'Juvat Westendorp, ', 'Eva van de Wijdeven']"
"Mom, Don't Do That!","['Billie Wang, ', 'Alyssa Chia, ', 'Chia-Yen Ko, ', 'Kang Ren Wu']"
Jenni Rivera: Mariposa de Barrio,"['Gabriel Porras, ', 'Rosalinda Rodríguez, ', 'Angélica Celaya, ', 'Adrian Carvajal']"
1920,"['Vikram Bhatt', '| ', '    Stars:', 'Rajneesh Duggal, ', 'Adah Sharma, ', 'Anjori Alagh, ', 'Raj Zutshi']"
One Second,"['Akram Fareed', '| ', '    Stars:', 'Dina El Sherbiny, ', 'Mostafa Khater, ', 'Sawsan Badr, ', 'Fathi Abdulwahhab']"
House of Bodies,"['Juan Bofill, ', 'Alex Merkin', '| ', '    Stars:', 'Terrence Howard, ', 'Peter Fonda, ', 'George Katt, ', 'Alexz Johnson']"
Connected: The Hidden Science of Everything,"['Latif Nasser, ', 'Moussa Abderamane, ', 'Christopher Heckscher, ', 'Ainara Sistiago']"
Trial 4,"['Sean Ellis, ', 'Rosemary Scapicchio, ', 'Edward McNelley, ', 'Mary Jackie Ellis']"
Consent,[]
The Secrets of Emily Blair,"['Joseph P. Genier', '| ', '    Stars:', 'Ellen Hollman, ', 'Colm Meaney, ', 'Will Kemp, ', 'Francia Raisa']"
Alma Matters - Inside the IIT Dream,"['Adarsh Upadhyay, ', 'Lokesh Deshmukh, ', 'Kevin Banker, ', 'Shubham Agarwal']"
No somos animales,"['Alejandro Agresti', '| ', '    Stars:', 'John Cusack, ', 'Kevin Morris, ', 'Paul Hipp, ', 'Alejandro Agresti']"
Dead Places,"['Shamilla Miller, ', 'Anthony Oseyemi, ', 'Rea Rangaka, ', 'Shalom Nyandiko']"
The Bleeding Edge,"['Kirby Dick', '| ', '    Stars:', 'Robert Bridges, ', 'Angie Firmalino, ', 'Rita Redberg, ', 'Stephen Tower']"
"Sing ""Yesterday"" for Me","['Chikahiro Kobayashi, ', 'Yume Miyamoto, ', 'Kana Hanazawa, ', 'Natsuki Hanae']"
Agent King,[]
The Formula,"['Gerard McMurray', '| ', '    Stars:', 'Robert De Niro, ', 'John Boyega']"
The Rachel Divide,"['Laura Brownson', '| ', '    Stars:', 'Rachel Dolezal, ', 'Franklin Dolezal, ', 'Izaiah Dolezal, ', 'Esther Dolezal']"
Görümce,"['Kivanç Baruönü', '| ', '    Stars:', 'Gupse Ozay, ', 'Bugra Gülsoy, ', 'Eda Ece, ', 'Zeynep Kankonde']"
Choose,"['Marcus Graves', '| ', '    Stars:', 'Katheryn Winnick, ', 'Kevin Pollak, ', 'Nicholas Tucci, ', 'Bruce Dern']"
Aliens on the Moon: The Truth Exposed,"['Robert Kiviat', '| ', '    Stars:', 'Roger Leopardi, ', 'Amy Shira Teitel, ', 'Joshua P. Warren, ', 'Lee Speigel']"
Street Food: Latin America,"['Adin Rudd, ', 'Linda Kerr, ', 'Susana Ballesteros, ', 'Marsia Taha']"
The Lighthouse of the Whales,"['Gerardo Olivares', '| ', '    Stars:', 'Maribel Verdú, ', 'Joaquín Furriel, ', 'Joaquín Rapalini, ', 'Ana Celentano']"
Inside the Criminal Mind,"['Antonio Pedro, ', 'Olina Valdmanova, ', 'Geoffrey Martin, ', 'Eva Ruzickova']"
Family Leave,['Jennifer Garner']
The Waiting Room,"['Peter Nicks', '| ', '    Star:', 'Sean Bennett']"
Hot Skull,"['Güney Coska, ', 'Uzay Gökhan Irmak, ', 'Emre Yildizlar, ', 'Hulya Koseoglu']"
Misfit,"['Erwin van den Eshof', '| ', '    Stars:', 'Djamila, ', 'Bente Fokkens, ', 'Niek Roozen, ', 'Jolijn Henneman']"
Xiaolin Chronicles,"['Eric Bauza, ', 'Michael Donovan, ', 'Jennifer Hale, ', 'David Kaye']"
The Present,"['Farah Nabulsi', '| ', '    Stars:', 'Saleh Bakri, ', 'Maryam Kanj, ', 'Mariam Basha, ', 'Ameer Khlawe']"
Sotus the Series,"['Prachaya Ruangroj, ', 'Perawat Sangpotirat, ', 'Chanagun Arpornsutinan, ', 'Teerapat Lohanan']"
La mujer que hablaba con los muertos,"['César del Álamo', '| ', '    Stars:', 'Ruxandra Oancea, ', 'Alba Messa, ', 'Rafa Casette, ', 'Cova de Alfonso']"
Exit West,"['Yann Demange', '| ', '    Star:', 'Riz Ahmed']"
Nothing in Return,"['Daniel Guzmán', '| ', '    Stars:', 'Miguel Herrán, ', 'Antonio Bachiller, ', 'Antonia Guzmán, ', 'Felipe García Vélez']"
Switched,"['Kaya Kiyohara, ', 'Daiki Shigeoka, ', 'Tomohiro Kamiyama, ', 'Miu Tomita']"
Cagaster of an Insect Cage,"['Aleks Le, ', 'Todd Haberkorn, ', 'Ryan Bartley, ', 'Kim Strauss']"
